gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,0,-1.202712536926054,1,0,-0.33949447632733687,-0.9270838240005836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,1,1,0,1.6225659598825113,1,0,1.4902204697521892,2.479615287301261,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,1,1,1.6225659598825113,1,1,0.8553874911850873,1.835955585053696,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,1,1,1.4587816991979567,1,1,0.2704105056991718,1.2708421632362452,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
0,0,0,0,0.39418400474835236,0,1,-0.33617074345525777,0.027115392014986837,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False
1,1,0,0,-0.4656833638455588,1,0,-1.474549252142338,-0.8208309231318296,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,1,0,0,-0.997982211070361,1,1,0.9052434842662732,-0.6880866044752536,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1,1,1,0,-0.9160900807280837,1,0,0.34685636175699025,-0.6922845772689868,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,1.5816198947113727,1,1,1.3921703500258567,2.2077634070165555,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False
0,1,0,0,0.5579682654329069,1,1,0.8786536212896409,0.8127549530653415,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
0,0,1,1,-1.202712536926054,1,1,0.5030718067447064,-0.9040170682287019,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,1,0,0,-0.8341979503858065,1,1,0.8786536212896409,-0.5269949221641524,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0,-0.2609530379898657,0,0,-0.5655083116287133,-0.48457330235379525,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
1,0,0,0,-1.202712536926054,1,1,-0.48906245557089484,-0.9395672694135272,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,0.6808064609463228,1,1,0.31860463234431835,0.6340317850205606,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,0,0,0.025669418208104724,1,0,0.5230142039771807,0.16085396738586813,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1,0,1,0,0.39418400474835236,1,1,0.9816893403240922,0.7633735362548474,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,0,1,1,-0.05622271213417253,1,1,0.3451944953209508,0.025369919116539928,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False
1,1,1,1,1.4587816991979567,1,1,1.405465281514173,2.2504280673570762,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
1,1,1,1,1.3768895688556795,1,1,1.7079249728733679,2.4636188014977725,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
1,0,1,1,1.0493210474865704,1,1,-1.506124714427089,-0.5206758683799013,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,0,1,1,0.10756154855038198,1,0,-1.4878441836306542,-0.7210738327965366,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,-1.2846046672683313,1,0,-1.484520450758575,-1.0017193613544308,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,0,0,0,0.3122918744060751,1,0,0.3302376973965949,0.30252450187754004,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,1,0,-0.7932518852146678,1,1,0.37676995760570203,-0.5769507984095783,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1,0,1,0,1.0083749823154318,1,0,-0.30459528117050655,0.39085868729514844,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,0,0,-1.2846046672683313,1,0,0.34685636175699025,-0.9773711191507777,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-1.2846046672683313,1,1,-0.6369685683784132,-0.9904511185923047,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,0.5579682654329069,1,0,-0.349465674943574,0.07647471423182962,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False
0,1,1,1,0.3122918744060751,1,1,0.9866749396322104,0.5980396919627105,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
1,0,1,1,-0.4656833638455588,1,0,0.41997848494272977,-0.2925712835246266,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
0,0,0,0,-1.0798743414126382,1,1,1.1063293230270572,-0.7598940338417436,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
1,0,1,1,1.090267112657709,1,1,1.5367527299612957,1.886044028861029,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True
1,0,0,0,-0.7113597548723906,1,1,-0.20820702788021367,-0.5953997841083534,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0,0,0,-0.22000697281872703,1,1,0.9866749396322104,0.19333302005317282,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,0,0,1.5816198947113727,1,1,1.7095868393094074,2.6612770363016547,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,0,0,0,0.5170222002617683,1,1,0.8121789638480595,0.8418314383103568,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,0,0,0,-1.1617664717549154,1,0,-1.4679017863981798,-0.978365375865083,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,-1.2846046672683313,1,1,-1.5044628479910496,-1.0019844964782454,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,1,0.5989143306040455,1,1,1.1462141174920055,1.0879652115850333,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,0.06661548337924335,1,1,-0.5006955206231717,-0.2443166909903453,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,-0.5885215593589747,1,1,-0.34780380850753456,-0.5877108655177262,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
0,0,0,0,-0.997982211070361,1,0,-0.3527894078156531,-0.8127884910427827,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1,0,0,0,-1.0389282762414995,0,1,-0.975989321330478,-0.9003714602762493,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
1,0,1,1,-1.1208204065837768,1,1,0.6526397859882644,-0.8101371398046354,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,0.2713458092349365,1,0,-0.18494089777566036,-0.0344401458973334,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
1,0,1,1,-0.13811484247644978,1,1,-1.4695636528342193,-0.7212726841393976,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,0,-1.2846046672683313,1,0,-0.3212139455309019,-0.9862531457985714,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,0,1,-0.05622271213417253,0,0,-1.32498127289878,-0.6619045109985487,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,-1.2436586020971927,0,0,-1.3482474030033336,-0.9936548346717327,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,0,1.2540513733422636,1,0,0.19728838251343225,0.9552429875221088,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
1,0,0,0,-0.5066294290166974,1,0,0.46318701227975756,-0.28536844599432637,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0,1.5816198947113727,1,1,0.6127549915233155,1.5940860683537064,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,0,1.3768895688556795,1,1,-0.12345183964219758,0.7646329280929673,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
1,0,0,0,-0.997982211070361,1,1,-0.6552490991748482,-0.8169201800555622,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,-1.2436586020971927,1,1,1.034869066277357,-0.9334028777848346,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,0,-1.202712536926054,0,0,-0.9892842528187943,-0.9659703088267444,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0,0,0,0.5989143306040455,1,0,-1.4828585843225357,-0.5555853263488411,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,0,0,-1.2436586020971927,0,1,-0.5189760514196065,-0.9707206464617583,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,-1.2846046672683313,1,0,0.30364783441996246,-0.9779455785857097,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,0,0,-1.0389282762414995,1,0,-1.4828585843225357,-0.9535752417884056,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,1,1,1.4997277643690954,1,1,1.334005024764473,2.2141708391754116,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
1,0,0,0,-1.1208204065837768,1,0,1.34397622338071,-0.7673399119022074,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,0,1.5816198947113727,1,0,-1.5044628479910496,-0.3847057390502461,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,-1.2846046672683313,1,1,0.3136190330361996,-0.9778130110238022,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,1,1,-0.7523058200435292,1,1,0.8238120289003366,-0.47668553242030703,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
0,0,0,0,-0.13811484247644978,1,0,-1.5127721801712473,-0.7448034263779552,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,0,0,0,0.9674289171442931,1,1,0.5628989984421295,0.9930910264466617,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,1,1,0,-1.0798743414126382,1,1,1.0265597340971593,-0.7571101150416889,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1,1,1,0,-1.2846046672683313,0,0,-0.8197738763427618,-0.9928815238939397,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,1,0.5579682654329069,1,0,0.8670205562373643,0.8614735320662985,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False
1,0,0,0,-0.5066294290166974,1,1,1.440364476671003,-0.03684845660531734,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,1,0,0,-0.5066294290166974,1,1,0.6958483133252922,-0.24727736653960983,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,1,0,0,0.18945367889265924,1,1,0.37843182404174147,0.24501227460339453,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,-0.3428451683321429,1,1,-1.5011391151189704,-0.7923288973217458,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,1,-0.13811484247644978,1,0,0.9899986725042899,0.15999227823347031,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
0,0,1,0,-0.4656833638455588,1,1,1.3140626275319989,-0.038372983567251974,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
1,0,1,1,-0.547575494187836,1,0,1.2775015659391287,-0.12124980435300704,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0,0,0,0.8855367868020159,1,0,0.5230142039771807,0.8894673822224037,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
1,0,0,0,-1.2436586020971927,1,0,-1.5144340466072868,-0.9981400371829318,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,1,1,0,-0.22000697281872703,1,1,1.3107388946599194,0.2565898416766378,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
1,0,0,0,0.5579682654329069,0,1,-0.1367467711305138,0.2679243682197176,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,0,-0.5885215593589747,1,0,-1.50280098155501,-0.8375565305258089,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,0.8036446564597386,1,0,-1.4961535158108519,-0.5376003271167418,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,1,0.435130069919491,1,0,-0.2896384832461509,0.09377478106074096,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,-1.202712536926054,1,0,-1.4928297829387727,-0.9850158485541026,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,-1.1617664717549154,1,1,-0.666882164227125,-0.9327842291626004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,1,-1.0798743414126382,1,1,0.6210643237035132,-0.799620113226651,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1,1,1,0,0.10756154855038198,1,1,1.1944082441371522,0.5083577363323774,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,1.4587816991979567,0,0,-0.1517035690548697,0.8050881290683652,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,0,-1.1208204065837768,1,1,1.0431783984575547,-0.784198086858094,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,-1.202712536926054,1,0,-0.673529629971283,-0.956425444369414,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0,-1.1617664717549154,1,0,0.26210117351897416,-0.8702344345359747,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,-1.1617664717549154,1,1,-1.3150100742825428,-0.9589663226393053,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,1,0,-1.2436586020971927,1,0,0.49310060812846934,-0.9377334181404753,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,1,1,0.3122918744060751,1,1,1.5035154012405052,0.9642133925445073,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
1,0,0,0,-0.9160900807280837,1,1,1.0049554704286452,-0.6283649178359851,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
1,1,0,0,-0.3428451683321429,1,1,0.5196904711051018,-0.08777649497139718,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0,1.6225659598825113,1,1,1.4137746136943707,2.4134640739094855,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
0,0,1,0,-0.3428451683321429,1,1,1.144552251055966,0.0637482282887224,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
0,0,0,0,1.6225659598825113,1,0,0.7224381763019246,1.7955887624529028,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,0,-1.2846046672683313,1,1,-0.42092593169327386,-0.9875788214176451,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,0,0,-0.5885215593589747,1,1,0.7806035015633083,-0.2862522297403755,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,0,0,0,-1.1617664717549154,0,1,-0.8247594756508806,-0.938860242416688,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,0,0,0.1485076137215206,1,1,0.863696823365285,0.3975312545778191,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,-0.8751440155569451,1,0,0.3451944953209508,-0.6179583642262568,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-1.2846046672683313,1,1,0.15574172161244393,-0.9799119974206689,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,0.39418400474835236,1,0,0.49974807387262754,0.45351895489003025,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1,1,0,-0.6704136897012519,1,1,0.6808915154009363,-0.40297796799981134,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1,0,0,0,0.7217525261174614,1,0,1.6447740483038655,1.5483944486829675,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False
0,0,0,0,-1.2846046672683313,0,0,-1.3382762043870962,-0.9997750371131228,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,0.23039974406379785,1,1,-1.4928297829387727,-0.6763985644337541,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,1,1,1,-0.3428451683321429,1,1,0.49808620743658766,-0.18972095007816167,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,-0.05622271213417253,1,0,-0.1716459662873439,-0.20397196298320355,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,1,-0.997982211070361,1,0,-1.509448447299168,-0.9402963910040179,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,1,1,0,0.435130069919491,1,1,1.418760213002489,0.9928479859164981,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
0,0,1,0,1.0083749823154318,1,1,0.18233158458907636,0.8120037368811994,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
0,0,1,1,-0.7932518852146678,1,0,-1.462916187090061,-0.8902963255712895,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,0.3122918744060751,1,1,0.8221501624642966,0.530739559701071,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False
1,0,1,1,-0.38379123350328154,1,0,-1.50280098155501,-0.817583017865099,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,1,1.6225659598825113,1,1,0.6227261901395527,1.6227206617256975,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False
0,0,0,0,0.9264828519731545,1,1,0.6443304538080667,1.0175718362122221,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
1,0,1,0,0.6398603957751842,1,1,1.5483857950135729,1.33805391712328,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
1,0,0,0,-1.2846046672683313,1,1,0.3352232967047137,-0.9775257813063365,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,0.1485076137215206,1,1,1.0797394600504242,0.5173723305420783,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
1,0,0,0,-0.8751440155569451,1,1,0.1490942558682857,-0.6959080906277881,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,-1.2846046672683313,1,1,0.6559635188603433,-0.9732615247316495,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0,0.8445907216308772,1,1,1.1146386552072547,1.2648766229504136,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
1,0,1,0,1.540673829540234,0,1,-0.45914885972218333,0.5956976650356804,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False
1,0,0,0,-0.8341979503858065,1,0,1.02489786766112,-0.4874455995284549,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
1,0,1,0,-0.42473729867442017,1,1,0.9916605389403292,-0.1644668295348084,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
0,0,1,1,0.9264828519731545,1,1,0.1391230572520486,0.687368134094624,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,1,0,0,-0.17906090764758842,1,0,-0.01376865486358826,-0.18536831512886986,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
0,0,1,1,1.0493210474865704,1,1,-1.4961535158108519,-0.49855918013502243,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,-0.547575494187836,1,1,-1.5011391151189704,-0.8398543682655366,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,0,0,-0.547575494187836,1,1,1.0066173368646851,-0.21999054338034363,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,-0.05622271213417253,1,1,0.25212997490273703,-0.05781622598033234,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0,0,0,0,-0.7932518852146678,1,0,0.8155026967201389,-0.5102693147701731,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
1,0,0,0,-1.2846046672683313,1,1,-1.484520450758575,-1.0017193613544308,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,1,-1.2846046672683313,1,1,0.19230278320531394,-0.9794259163603419,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,0,-0.5885215593589747,1,1,0.28869103649560657,-0.4099156704062969,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-0.7932518852146678,1,1,-1.4928297829387727,-0.8970793658222164,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
